ID,cpu_type,cpu_freqcpu_cores,ram_gb,has_nvidia,nvidia_gpu_name,nvidia_vram_gb,os,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,learning_rate_schedule,ram_mb_used,ram_usage_percent,ram_avg_percent,benchmark_steps,benchmark_mean,benchmark_reached
BasicPP0Epsilon.4.SS.21,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.14,0.95,3,linear,6224.53,77.5,77.41,24000,0.93,True
BasicPP0Epsilon.4.SS.22,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.14,0.95,4,linear,6434.98,75.7,76.25,22000,0.93,True
BasicPP0Epsilon.4.SS.23,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.14,0.95,5,linear,6623.11,77.1,76.56,16000,0.93,True
BasicPP0Epsilon.4.SS.24,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.14,0.95,6,linear,6372.22,77.5,77.08,14000,0.93,True
BasicPP0Epsilon.4.SS.25,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.14,0.95,7,linear,6230.06,76.1,77.83,16000,0.93,True
BasicPP0Epsilon.4.SS.26,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.16,0.95,3,linear,6032.73,76.3,76.41,30000,0.93,True
BasicPP0Epsilon.4.SS.27,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.16,0.95,4,linear,6024.83,78.2,77.81,22000,0.93,True
BasicPP0Epsilon.4.SS.28,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.16,0.95,5,linear,6202.42,75.7,76.17,20000,0.93,True
BasicPP0Epsilon.4.SS.29,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.16,0.95,6,linear,6034.41,78.3,78.2,18000,0.93,True
BasicPP0Epsilon.4.SS.3,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.04,0.95,5,linear,6067.7,78.0,78.33,24000,0.93,True
BasicPP0Epsilon.4.SS.30,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.16,0.95,7,linear,6330.89,77.1,77.88,16000,0.93,True
BasicPP0Epsilon.4.SS.4,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.04,0.95,6,linear,6187.97,77.4,76.82,18000,0.07,False
BasicPP0Epsilon.4.SS.5,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.04,0.95,7,linear,6130.36,76.4,76.85,22000,0.93,True
BasicPP0Epsilon.4.SS.6,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.06,0.95,3,linear,6202.73,77.8,77.52,26000,0.93,True
BasicPP0Epsilon.4.SS.7,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.06,0.95,4,linear,6832.08,75.1,75.99,26000,0.93,True
BasicPP0Epsilon.4.SS.8,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.06,0.95,5,linear,7016.89,75.3,74.94,22000,0.93,True
BasicPP0Epsilon.4.SS.9,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.06,0.95,6,linear,6929.16,76.5,75.78,20000,0.93,True
